,Name,CD63 ICAM,CD63 p30,CD63 KLRG1,CD63 p30 + KLRG1,CD63 2A,CD63 p30 + 2A,PFR ICAM,PFR p30,PFR KLRG1,PFR p30 + KLRG1,PFR 2A,PFR p30 + 2A
0,241217,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.45454545454545,95.45454545454545,90.9090909090909,95.45454545454545
