,Name,CD63 ICAM,CD63 p30,CD63 TIGIT,CD63 p30 + TIGIT,CD63 PD1,CD63 p30 + PD1,CD63 KLRG1,CD63 p30 + KLRG1,PFR ICAM,PFR p30,PFR TIGIT,PFR p30 + TIGIT,PFR PD1,PFR p30 + PD1,PFR KLRG1,PFR p30 + KLRG1
0,250207,42.5531914893617,100.0,100.0,97.87234042553192,95.74468085106383,100.0,97.87234042553192,97.87234042553192,34.04255319148936,100.0,95.74468085106383,95.74468085106383,89.36170212765957,100.0,87.23404255319149,93.61702127659575
