,Name,CD63 ICAM,CD63 p30,CD63 KLRG1,CD63 p30 + KLRG1,CD63 LILRB1,CD63 p30 + LILRB1,PFR ICAM,PFR p30,PFR KLRG1,PFR p30 + KLRG1,PFR LILRB1,PFR p30 + LILRB1
0,241206,86.36363636363636,100.0,100.0,100.0,95.45454545454545,100.0,77.27272727272727,100.0,95.45454545454545,100.0,90.9090909090909,100.0
