Name,ICAM,p30,TIGIT,p30 + TIGIT
250206,85.71428571428571,0.0,71.42857142857143,0.0
250207,78.72340425531915,0.0,0.0,0.0
250212,80.0,0.0,0.0,0.0
250214,92.72727272727272,0.0,0.0,0.0
160125,60.0,0.0,80.0,0.0
150125,92.85714285714286,0.0,85.71428571428571,0.0
