Name,ICAM,p30,TIGIT,p30 + TIGIT
250206,85.71428571428571,0.0,85.71428571428571,85.71428571428571
250207,0.0,0.0,0.0,0.0
250212,90.0,0.0,92.5,0.0
250214,87.27272727272727,0.0,0.0,0.0
160125,96.0,80.0,92.0,92.0
150125,100.0,0.0,85.71428571428571,14.285714285714286
