Name,ICAM,p30,PD1,p30 + PD1
250206,85.71428571428571,0.0,64.28571428571429,42.85714285714285
250207,78.72340425531915,0.0,0.0,0.0
250212,80.0,0.0,82.5,0.0
250214,92.72727272727272,0.0,80.0,0.0
160125,60.0,0.0,84.0,0.0
150125,92.85714285714286,0.0,85.71428571428571,0.0
