,CD63 ICAM,CD63 p30,CD63 TIGIT,CD63 p30 + TIGIT,CD63 PD1,CD63 p30 + PD1,CD63 KLRG1,CD63 p30 + KLRG1,PFR ICAM,PFR p30,PFR TIGIT,PFR p30 + TIGIT,PFR PD1,PFR p30 + PD1,PFR KLRG1,PFR p30 + KLRG1
12,1683.393311692329,352546.19995555555,390676.403164,-11497.878040909083,78587.58095550002,250985.4117955555,32996.4383475,128008.22864885716,-1720.3645520000027,220075.91087777776,643319.825547,-6289.2772363636395,51575.91827100001,140714.18127555557,1829.0507174999984,57896.54835057143
13,45828.245117153856,540613.7284484444,664506.774,378238.15437163634,174127.90007249996,2275749.514656556,40353.765243000016,228856.81846985713,-3198.0276430000013,1725279.417674222,260020.62449999998,1550485.3275914546,219871.372005,1027655.1872735556,503.2419669999981,214143.29756757143
14,-31550.302818461438,411902.466725,430705.3894648,20068.784157272727,66137.70187199999,1741669.8043764443,2003.0888052500013,302261.97922057146,-29212.72501000001,277192.878949,167556.72162490003,-2318.8917340909084,25543.046496000003,178789.3954204445,132.6378802499985,124738.09477371427
15,-4204.560116769222,144141.68381511112,727554.8100424001,1321231.7053909092,485141.47967699997,255270.35044933332,396051.0588965,65909.83684114287,10974.871525999995,4937.602875555556,706052.8519781999,660014.6320063637,152285.68857,123875.29050733337,1029.3099424999964,335273.10384342854
16,32165.728884307697,347228.698418,23264.5894272,571703.2449340909,1224.0234370000107,1115634.9618696666,352441.215044625,140768.0171357143,346785.04955999996,272125.75678600004,-1645.0948704000039,625604.5877706364,-1737.4494020000002,353787.98806266667,7040.31152212499,231090.10150714288
17,-4550.689279692306,169592.7185591111,171515.81495720003,288199.9158899091,11205.144551999998,424209.4115371111,209677.88229412498,119296.22602828573,-1811.3823140000022,132376.38899755556,622260.4290285999,240783.72334336367,8161.982640000002,142354.32573911114,3561.059812624997,103503.26081085714
18,-10590.192748846137,458083.3238911111,354575.423659,82498.89854363637,633132.9343610001,1634899.2354577777,263337.95434224996,147957.94096799998,-13837.795365000005,368671.70537555555,670787.5311545,227305.6396094545,492465.97766800004,328202.1846577778,94785.09803124997,354576.81403999997
19,-66267.66629446152,582638.4863383333,433082.7337651999,252390.2862610909,586191.4837024999,588576.4919262222,57851.422807749994,201001.16299728575,-19082.259156000007,1225328.9962116666,114902.43927409999,269636.66967163637,463425.68596999993,1113652.5120962223,5688.56108275,150115.21277885715
20,-389.710834230762,926969.5432782221,170993.6859594,435285.35162999993,17918.99293600001,715735.2696866666,290242.33155974996,513525.4482857144,-8820.665925000005,1457241.2158911112,246141.76071869998,154728.086778,13799.809503999999,1261849.5875786666,293773.32334074995,603596.7988571429
21,378849.4214332308,435749.89826133335,1003115.2536370002,970554.3535456364,1691.7584869999991,324793.2350871111,81528.709644375,196191.56293542855,591922.058964,87735.92420266668,610538.9535734999,594336.8611014545,2909.9772440000015,564339.0282751112,7870.479736874993,179612.2063062857
22,-25451.142716615344,1474549.4941893332,178772.6966912,384933.7588759091,249177.66678599996,455501.51477999997,124074.78300225,74785.16156314287,-13879.441954000002,533999.7442966666,133776.5584576,1216943.4662553638,499337.96170799993,938548.4225310001,1645.6827212499957,242974.35046942858
23,142185.46936507692,274384.75800711114,36543.07027139999,215807.20593590912,10806.917415000004,106792.28822577775,12262.49669575,-6998.009850857125,224666.56010700003,401640.0356515556,115819.11742169998,216682.10388336363,2928.441319999998,341203.9757477778,2530.598120749999,-5914.106078571429
24,-84089.17254499995,296350.06738855556,1171610.3802960003,9063.702856090902,1191336.0192855,1960187.4005797775,91628.33131750001,129559.57638171429,-23089.445054000003,267612.79947277775,1058195.8117305,30.59725963636447,1073303.5742330002,514792.9976597778,2197.344987499997,24069.773225142853
25,17294.956105769263,868892.1805134445,238712.11185599997,565472.0663222728,20281.053055000026,1210547.2009471112,59193.498491875,1666945.2756091428,-28367.14125,1064515.6560712222,236956.47216299997,714466.613632909,-946.1430000000037,327662.8656191111,327.4924463749994,1311816.5805194287
26,44135.59730815384,613773.4406454444,33496.434067199996,887090.4461747273,47767.95408500002,262442.36082855554,89691.99945937496,1224858.4601844286,31066.449858,1194454.7462222222,76232.75799360001,1005164.1872450911,22821.93705,745677.8665425556,5213.103371874982,399705.0908652857
27,-3126.080683846143,526916.5106666667,1416926.9631396001,745997.1542174545,1244701.8956849999,464159.33291733335,145730.147959,139737.60865071428,-5052.854620000004,150065.5338133333,1905367.9972442999,123660.5296181818,573312.06921,197634.92472933338,1615.1106029999937,458851.3590171428
28,-5297.341150153836,773079.520044,311680.79272719997,826465.0574333636,477739.1930155,756594.2009256666,39826.611313125,910675.1518744286,-34905.53173200002,751135.4227229999,305697.10268759995,445636.9929215454,84350.06949600001,383075.88012966665,-37.24889437500315,427367.9796942858
29,-3520.9734738461557,75200.711648,1022282.0218404001,264378.62950881827,257709.277443,437940.11180877767,63529.959223625,257487.0730032857,-13871.169496000002,70294.32736000001,573828.9800487,277270.9145367273,169606.13622000001,458827.91750377766,554.1275531249958,353383.3426928572
30,-15381.47072069229,298715.48290888884,404264.93445840006,176549.04974127276,327570.4736315,262695.8898227777,31630.688237124996,123563.84863271433,-6521.359295000002,233875.72375844445,978766.2622722001,158446.25006890908,240024.367396,626025.7053127778,750.4718926249952,38272.720627142866
31,-17902.785282307683,140344.18011666668,294239.6521232,327233.0803018182,138612.329822,624027.4632253575,307834.00734375,587130.6947777143,-12122.604875000008,128382.77328333333,126220.68648209996,762670.0831127273,18749.140704,493961.714208588,1748.220468749998,598206.4936491428
32,-9111.82959230768,592712.7518791112,13913.566636200005,324520.4405751818,13712.516012500011,1040441.1314385554,234217.2698225,350408.6612949905,-2357.5056000000004,486689.46366755554,4976.8154260999945,637809.9127292727,1931.7905900000005,1241890.7369845556,743.507004499992,274478.68553833134
33,-72917.19442953845,556230.7877415213,101969.16194519997,178190.0946610909,427886.78515,386053.4686702222,-185.8229371250054,209753.98625571432,-20081.678496,451448.6280556805,161342.31810509998,361603.2753556364,459923.61008,511317.74114422215,-47.51048662500398,47654.42803714286
34,-25.342133846133947,876886.1124408889,2789210.4111899994,130213.73008636365,18537.834623500006,264783.67405022215,19276.635087000002,561650.4874971429,2487.264559999996,395311.1268124444,1206749.7100574998,200101.9439045455,44371.854692,193371.66761022224,-157.9843090000013,290954.9538514286
35,-1365.7022711538302,684763.8861112222,52584.99882999998,136106.76898545458,137235.237165,857288.6761342222,128677.50435299998,88928.96400000002,-9406.901031000005,706906.883618111,-4558.434172500005,212882.37042618182,120325.93469000001,721883.5546982222,10773.641068999998,114796.40768999996
36,80616.64361261541,252045.63545944446,452541.84973759996,48268.437159090914,-3243.5396624999994,423874.2095928889,42873.161010749995,4066.7431011428635,137804.38799400002,98304.33273222222,712229.2992738,491.00280863636,-349.78162500000144,49391.641548888896,2246.7475237499984,2248.6899034285707
37,16649.14142276923,233295.00379244442,512382.91347299994,873871.0335644545,27874.720575,335883.8670737779,436004.017080625,353347.06520914286,-14528.07664,141456.83004022224,1501512.5335964998,327814.3437761818,20568.147119999998,288993.2527587778,211340.54445612503,355578.7541434286
38,-21856.899057230752,1538348.8574295556,81649.2579738,708681.7817074545,24980.508279499976,162715.9165084444,69929.572305625,39810.469346285696,-10588.031136000005,225791.02628877776,799847.9563129,1328828.9676091818,6596.4823670000005,109230.16558344444,781.6773431249985,3945.39317085714
39,-14626.604984538426,407009.75216055557,189574.87374540002,1306566.4066476363,252603.54298300002,201989.74247777776,51827.11208762499,763245.3665942857,-13273.703949000006,659248.6402387777,667123.6557777,728399.3603254544,162685.69733599998,276369.4853777778,-75.76338087500335,945728.9520148571
40,12866.108056538505,428043.30532255553,140490.8036332,270707.6696545455,45417.35130400001,72726.8832822222,28163.658215874995,143257.7565194286,-15665.627785000004,109928.74611777774,313142.9184631,422982.3133098182,8763.526976000005,161901.94316222225,-681.5255716250031,41887.04701028572
41,-11490.719987999997,171089.320647,175445.01047700003,333437.1407229091,231717.67345958512,15430.817208000008,76417.863776625,1064567.7182171426,-14971.430760000003,166725.414051,143867.75456349997,499518.5253003636,173924.79938712763,42471.987942,1989.6389861249972,736716.5465314285
42,14086.076504615397,666919.2749671111,1472481.3903943999,1052093.7836372727,40989.8616245,715378.1432619999,93022.51834487497,4342.517527714284,68102.84266999998,584426.4313795555,817079.7909617,854314.848633909,13849.151639,174323.81306199997,1063.4216153749949,-4253.647121857146
43,-5876.226370153847,305378.48658333335,294775.6890623999,1155469.6322787274,432766.1771645,625171.3259897778,448020.1161460001,586661.3463659999,184.28930399999444,299923.75629166665,234317.4973152,165882.3183220909,264019.57584800007,305598.08873377775,2679.9146659999933,86364.872382
44,564635.583670154,832415.8212566666,149775.9421256,157761.58059872728,1042817.4946060001,2033918.0875028889,191236.179798125,18907.17164328572,1069829.69728,432339.26979733334,113305.35963329999,59757.80854309091,488563.09664000006,1420363.336726889,7242.654505624996,-1625.7712361428567
45,34151.51829935599,508381.1899333333,1472.6975209999946,5610.504938181839,428697.9225255,1093098.1443265553,42285.08150999998,510936.49076214293,58142.2579450196,380928.14259966667,-30.425079500004358,9626.096103272735,366961.420878,307702.8892955556,6735.097277999996,380620.7232524286
46,-18340.561359615356,1129706.0266800001,178260.06303080003,145168.65006054545,-5382.6378735000035,591319.5843426667,321489.12503475,79010.1915567143,27554.062094999987,2482273.4244,328102.00835539994,124296.56370981819,-1326.8077680000006,1312900.5136146669,10248.155451749997,7653.888970142856
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,29861.677839123797,500723.5159063633,425756.50709925545,448669.0619545487,227732.03702761888,633142.944633036,151597.88523717818,347488.8837671031,50893.65558346849,456823.58797400986,480111.03776817024,408858.71731235326,167910.5861008963,511407.480260126,42324.90054033776,266910.7699119979
