,CD63 ICAM,CD63 p30,CD63 TIGIT,CD63 p30 + TIGIT,CD63 PD1,CD63 p30 + PD1,CD63 KLRG1,CD63 p30 + KLRG1,PFR ICAM,PFR p30,PFR TIGIT,PFR p30 + TIGIT,PFR PD1,PFR p30 + PD1,PFR KLRG1,PFR p30 + KLRG1
24,14998.397509090908,1314420.0993508,349263.4808052,65573.258004,123540.955081,211134.69761250002,25833.336273333327,203969.13038110003,122334.74389999999,133314.14266040002,133346.91602250002,79420.46687599999,70100.49826725002,121401.42624500004,9219.643593333334,15478.146127599999
25,-2176.9412089090983,267170.9867517,147684.509036,442923.5608359,101654.01297766669,241990.77597749996,162265.37010333332,583366.3066774,-2491.464654000003,41845.628531099996,389781.59573249996,491077.68350409996,10073.11686025,65899.09918440001,362001.07777733327,213748.56619440002
26,25017.07613599999,39362.37601149999,70801.6287396,296414.69207939995,16283.177886666672,17529.830707499998,92550.3035993333,916802.4309795001,73999.41882666666,3482.924009500006,-260.89861050000036,260606.77925259998,9025.791236250001,10014.849054,105532.26418333333,151147.50032700005
27,18422.74319454546,41464.88224199999,119436.49013339999,96469.14414759999,31330.775080000007,358485.305664,57725.72714466667,75463.10133700001,43009.585233333324,3014.792046000006,2001.1296655000006,408508.9059044,57737.10774975001,197366.2788096,35718.14543366667,42539.53540200001
28,17268.251388272736,190607.62534379997,326788.7272002001,739853.1745878,217592.039223,178466.4125955,258818.422156,1104041.6350533,6810.1019996666655,21636.0168594,176617.00281150002,237291.5374102,111230.67141225001,157373.4972942,3136.5015219999987,60578.406874799985
29,106545.30598436363,457809.7798929,113695.8288024,1047470.2313058999,29218.97480699999,76702.94184500001,21895.675349999983,17148.33897680002,159275.79049133335,201831.0888567,6963.9534255,6134.0753491,21876.75830925,17710.535302000004,57469.770825,-1027.1148992000017
30,-2304.3868932727273,232535.290582,129228.17469520001,34387.118902500006,10552.126468333328,152370.79637299996,97655.82189999998,85361.19516760003,-1376.9824653333362,36906.18720600002,29000.825243500003,7194.772422499995,2358.705455750005,117377.51981639999,3771.4262799999997,73641.05550559997
31,28012.961455909084,579042.1540904001,114995.64794400003,1206.0546134000033,-455.2986200000014,402799.20028750005,42534.54153333333,275343.9856498,15564.20074,422770.3299352,9011.15307,2327.2999185999997,-630.4995937499989,137331.794961,43618.544733333336,139718.7445088
32,87708.08012127271,532555.604564047,98848.11594440002,472439.42587379995,13142.167800666655,353153.0775618267,122063.60433533334,139133.9044465,249656.593558,96852.34320855331,62636.6777525,434782.2431722,486.7557695000014,198976.0560399813,162467.25919733333,189910.726619
33,59181.69111536363,983223.6010289,1822257.1844456,16536.806147400006,20319.93631433333,77144.132975,131520.37511899997,490398.3315063,92977.98085766665,514005.28659369994,290676.761466,38662.42730460001,40722.573179750005,18338.556268000008,379118.44554799993,222233.4645858
34,109409.94701363635,178416.4040926,279768.8141424,39254.8269057,66777.87275666665,152599.87539449998,147973.71449066664,360935.004885,124091.86662266665,75223.47584380001,9717.521436000003,174351.1056663,54135.480498749996,63591.8644326,3146.577736666666,761754.91021
35,70292.13139345453,1552125.3889203,408421.5807110001,79470.8948313,146130.34034666664,44007.8767695,75600.77420133332,263065.4978437786,19177.313541333333,39662.61535790001,409097.1559625001,94775.34828869998,255662.65357850003,70102.3222558,160595.29009333334,128209.61250942863
36,202736.3657581818,834432.3426820999,39930.0792756,159750.63584250002,-3390.464301,386736.9513525,43327.96895833334,216338.53433280002,160325.35418666666,71669.2562593,10451.997147499998,234085.4921325,-878.4118822499986,121214.3839354,67712.84083333334,68835.69770880001
37,5969.401352727276,105909.76325999999,240578.9224772,167895.81467639998,20422.016235333344,299969.38479200006,76225.31648999997,315913.296054,10163.921674666664,73321.50378000001,5198.212705000002,69446.9081196,25894.8602975,263742.4932512,90741.73383900001,176621.979264
38,-14093.15047800001,34089.6515313,133482.6595704,552279.5495866999,19541.69717333335,305057.23867500003,50319.124238666656,303069.7456389,-4981.9077110000035,2394.306861900004,125180.00061000002,100557.26087029999,31078.368208000007,269828.69416879996,72777.35874266666,128713.12227739999
39,31250.10563381818,1523371.8908521999,116424.21387959999,178738.2020853,13527.15988,47442.49057950001,88014.628296,113264.60336830001,27096.265353333336,34189.889398600004,537250.0980989999,132809.9689917,10832.077815000002,9934.902392400003,215555.35428,410866.79986579996
40,15621.350405000005,300844.2225549,20279.1998122,815255.3416208999,190198.811953,1950494.5265940004,210705.65179766665,651898.5448229001,42993.20365266668,24950.993390700005,464.48893050000333,225218.55959309996,37059.19940625,386304.5134368,378896.0356346667,62901.1803074
41,22857.548219545453,787391.637417,896359.3656444,368020.28858570004,245604.90353333333,207512.4500595,134871.89027333335,308874.24803180003,11587.437878333334,155019.279591,5907.238459500004,94607.30339829999,225240.03437900002,51241.876160399996,-324.8178146666687,-985.5521032000033
42,68255.74921072728,1675585.293777,125775.761452,53453.02422239999,-4371.008854333333,93402.1224975,66156.41403533334,181210.25395750004,84802.30867266665,752537.5714710001,2031.634990000006,112306.1628656,-986.8113552499999,24486.24220200001,7618.49094233333,27168.401645000005
43,82347.68679709092,680212.6292755,240526.95237760004,58449.31509170001,84717.71055733332,153079.859649,156952.85629033335,71879.7475979,93426.161031,10236.295926500003,37570.49953600001,66732.0550853,185709.8730775,160891.5909888,89917.11335833333,35198.98453140001
44,114334.94838054544,18681.012312199993,37735.7481082,65949.7701669,-7073.72479800001,982115.788608,23789.291488333314,32486.781882600015,96347.16231233333,3623.0942706000023,3874.738066500002,65547.19739309998,-1613.3118165000014,90340.96174079998,8638.701339333333,26243.4226296
45,15517.853254090907,200717.48286419996,130186.0538384,38815.6914332,64529.012983333334,52682.9171205,58431.27744133332,26104.06804900001,110192.67311,16673.748600600007,6822.028332000002,76309.8054708,192092.06291875,147910.8066792,145893.16396333333,90447.72159399999
46,24994.916491999997,814001.1984109,79592.309504,557554.497425,46723.13626166666,811028.8454910001,108912.03201066666,56559.238698600006,67529.20326533333,24257.976797700005,1976.5155200000008,864862.394575,62917.600933750015,256348.9947792,40491.35006866667,33384.7893636
47,54588.11766763636,497631.03965250007,603469.6084295999,86271.9058866,82196.947414,305663.338311,55278.53265833334,199198.4013369,56733.63072466668,113744.90753250002,293981.97154149995,125355.00023139999,126476.8104105,131270.47733040003,85013.23141233333,103097.82864240001
48,16145.672611454538,223514.42950550004,210494.9510692,258825.382431,9747.415003999999,224348.0574975,119300.26120056969,255043.10576650006,26841.073408666667,166993.34091650002,338066.06364300003,89273.71935900001,22597.327263000003,181219.411941,101817.15886827877,89766.87613399999
49,109247.81247654546,679815.6793195,235782.8142432,257391.43727756751,18753.932885333335,180761.58474049997,127609.93463999999,223688.1173538,134186.690142,73586.4333635,98981.3862835,201182.0018418575,5138.136780000001,122421.44231079999,79900.7766,265821.83646479994
50,60992.54899790909,188007.0448795,25700.83550439999,400802.36062469997,47554.663778999995,2212205.5489605004,20065.281599999988,432764.09235030005,106504.43801633333,6862.7143235,19792.519471,255077.0618613,64379.13383475,485665.5972046,24124.791873000002,27149.383663800007
51,69856.22821090909,688485.2034074,278638.70867879305,128831.06393910001,74744.59248757779,26731.326658499995,20335.514113333324,84188.86639080002,49717.71199066666,226909.60331819998,125663.33177399996,201270.34154489997,69453.90175195556,82060.3316772,103797.02557333333,15019.577332800003
52,12032.464817454544,430044.31575,904071.4478424,289610.5609511,95728.20873733333,82259.31318,88324.45195233333,315118.85397909995,12746.897384,82981.57725,176603.2205085,363735.9055999,113596.97914675,129112.36402240003,163645.03789433333,203640.0090266
53,121348.74339490908,270817.83493189997,684112.6770816,386028.4920459,37807.668953333334,178915.07692350002,119022.36434666667,154406.49777090002,62515.89764399999,101203.5717827,300154.957388,127294.4366711,1775.7934375000004,50766.99758580001,2797.360106666667,56380.40848439999
54,4966.694707727271,300595.3914789,144166.52122320002,292298.6680128,104065.70587733331,259873.3674315,28889.22509833333,102913.67833850002,-1191.352338333334,187456.6290967,214466.49566949997,74687.88654719997,65056.652839,221812.1771886,19953.719849333334,32518.873226
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,53995.814332821494,547924.7459997281,279764.32458554534,259934.64674415032,78400.32115424685,338709.21378455136,119661.33643753763,245863.3905850378,71981.39460914544,103793.40435913735,126323.62540753637,178439.3265566574,73833.00482091283,169763.53179606146,101711.2234582596,113970.06237298598
