,Corrected CD63 ICAM,Corrected CD63 I + p30,Corrected CD63 I + TIGIT,Corrected CD63 I + p30 + TIGIT (2),Corrected CD63 I + PD-1,Corrected CD63 I + p30 + PD1,Corrected CD63 I + KLRG,Corrected CD63 I + p30 + KLRG,Corrected PFR ICAM,Corrected PFR I + p30,Corrected PFR I + TIGIT,Corrected PFR I + p30 + TIGIT (2),Corrected PFR I + PD-1,Corrected PFR I + p30 + PD1,Corrected PFR I + KLRG,Corrected PFR I + p30 + KLRG
26,63497.47663127272,228593.1632481,482109.63902820006,207296.81666009998,271421.68510933337,920.0687895000083,12093.970410000002,154406.49777090002,23684.759339999993,67465.35325010002,29024.59881399999,89730.31743280002,32644.64941675001,117377.51981639999,307140.39698333334,410866.79986579996
27,73322.98526563635,223514.42950550004,205021.0042426,65573.258004,-455.2986200000014,252155.83332450004,127609.93463999999,189689.26381670003,68686.97432933334,273445.7322123,40491.40030650001,79420.46687599999,5564.836207,125386.44295839999,88100.38236,-1027.1148992000017
28,-2304.3868932727273,339616.2917843,279768.8141424,292298.6680128,28347.733428000007,248580.62885699997,43327.96895833334,223688.1173538,86316.70004533335,61792.36150200001,45229.6027885,87546.19890939999,16086.595434749997,320148.2853436,163645.03789433333,15478.146127599999
29,4966.694707727271,577176.0895901,79592.309504,30111.487664400003,31330.775080000007,114409.09672349997,92550.3035993333,68177.90073640001,11587.437878333334,234653.375997,131000.21679499999,174351.1056663,2358.705455750005,122421.44231079999,103716.37187866669,89766.87613399999
30,109409.94701363635,488622.3327232,16901.2108172,178738.2020853,217592.039223,711174.2173000001,42534.54153333333,110937.6359032,86565.29202033333,422770.3299352,87906.5199775,38662.42730460001,-986.8113552499999,256348.9947792,2797.360106666667,76369.65488639999
31,87708.08012127271,979625.1252142001,58370.52474660002,296414.69207939995,29412.978000000003,68354.38395650001,254090.81814599992,301952.2654741,-4981.9077110000035,28476.189273600008,176603.2205085,2327.2999185999997,5138.136780000001,82060.3316772,53898.07465666667,60578.406874799985
32,106545.30598436363,710472.4846785,100733.13097920001,86271.9058866,-4371.008854333333,358485.305664,21895.675349999983,329881.2333066,36648.03087733332,24950.993390700005,100104.67341,110680.1210884,57737.10774975001,147910.8066792,40491.35006866667,185550.7323128
33,68255.74921072728,651454.1077759999,20279.1998122,214498.3880502,40451.91317433333,17529.830707499998,10096.954857666668,132294.20035380003,122334.74389999999,5177.393624100005,125180.00061000002,430528.6586979,255662.65357850003,181219.411941,105532.26418333333,33384.7893636
34,-2176.9412089090983,560597.6002432001,76547.69786880001,187519.3085776,20851.592327333325,454952.65513900004,129057.9108,583366.3066774,189863.62700166664,12197.018326000009,-260.89861050000036,864862.394575,68112.38611450001,347565.064725,57469.770825,73834.59343080001
35,40154.77242063635,178416.4040926,130186.0538384,257391.43727756751,29218.97480699999,15108.069016000001,50319.124238666656,277579.97782770003,15564.20074,24257.976797700005,300154.957388,89139.42038999998,10832.077815000002,131270.47733040003,72777.35874266666,42539.53540200001
36,57391.29403636362,89476.7194714,133482.6595704,39254.8269057,574524.18595,412567.69957,99441.12316733331,85361.19516760003,67529.20326533333,36906.18720600002,19792.519471,44625.306651399995,32401.458966500002,63591.8644326,164238.7878933333,195635.3847508
37,15517.853254090907,955119.2861250001,326788.7272002001,86490.89725489999,5468.556954666659,280195.9974375,71694.23941866666,107950.57722960004,106504.43801633333,65156.44150030001,176617.00281150002,89273.71935900001,58442.504449000015,35898.6883288,91523.42159999999,56380.40848439999
38,25017.07613599999,430044.31575,145182.6143856,128831.06393910001,82196.947414,353153.0775618267,55207.77912866666,105594.89406440002,22166.914377333324,1056.7520509000024,98981.3862835,434782.2431722,177721.52819700004,105018.55891200001,76026.396912,128209.61250942863
39,57857.182595636375,174774.8218099,273571.684428,16536.806147400006,-7073.72479800001,153079.859649,28314.326674666663,256569.34114380006,249656.593558,105095.0771565,384431.734565,466212.13845339994,27134.732529749996,106284.9998814,127322.20616133334,57559.93743080001
40,31265.394023181827,636925.8745429999,74385.96226599999,1047470.2313058999,54630.216093333336,402799.20028750005,162265.37010333332,203969.13038110003,115522.34937999999,514005.28659369994,95070.35743199999,237291.5374102,21876.75830925,28499.8187728,3146.577736666666,189910.726619
41,67439.99832545454,23459.390743099997,25700.83550439999,400802.36062469997,294994.75368933333,388001.9536855,210705.65179766665,199198.4013369,-1191.352338333334,55211.17161769999,107702.9198235,104601.87299039998,70100.49826725002,1021549.5174499999,274437.05922666664,69032.3429888
42,114334.94838054544,579042.1540904001,143783.7130272,289610.5609511,377196.710476,215100.25487500004,118168.66364599997,75463.10133700001,97394.62125533333,15283.599750000005,48659.033004,7194.772422499995,69453.90175195556,157373.4972942,194484.73637366667,-3049.741730400001
43,16145.672611454538,1008815.182479,98596.75885120001,159750.63584250002,10552.126468333328,178915.07692350002,20335.514113333324,630804.2508742,84802.30867266665,29034.69079830001,293981.97154149995,363735.9055999,-878.4118822499986,17710.535302000004,13250.492687999995,74247.67295919999
44,82347.68679709092,145212.56653890002,289501.4400076,65949.7701669,146130.34034666664,178466.4125955,20065.281599999988,181031.69164410004,160325.35418666666,226909.60331819998,389781.59573249996,66732.0550853,62917.600933750015,950.9635111999996,378896.0356346667,136853.4534268
45,46481.39452781818,175395.22475020002,270845.97258480004,96469.14414759999,21995.269902,982115.788608,28889.22509833333,143437.13438550002,12746.897384,113841.50041039998,112863.801417,147534.95617889997,8271.534878999999,432820.5397264,24124.791873000002,126009.99535000001
46,116518.29782127273,706469.8488286999,39930.0792756,442923.5608359,50391.08527000001,314384.472097,23789.291488333314,309004.496517,6810.1019996666655,166993.34091650002,3874.738066500002,65547.19739309998,176436.221005,267886.1754656,89917.11335833333,112116.83798359998
47,119691.59618327273,1552125.3889203,70801.6287396,557554.497425,95728.20873733333,259873.3674315,1068631.7253386667,149444.1635473,16803.914533333333,10236.295926500003,258718.99240549997,649785.7686886,74339.19270750001,130096.6418102,103797.02557333333,40494.2850034
48,66904.99290227272,300844.2225549,1822257.1844456,260874.49857000003,66777.87275666665,52682.9171205,70690.23949333333,139133.9044465,71470.52194333333,21636.0168594,171564.0812325,225218.55959309996,113596.97914675,90340.96174079998,67712.84083333334,177071.6241028
49,65097.42867736364,267170.9867517,1136287.1589944,739853.1745878,26399.911099999998,207512.4500595,119300.26120056969,181210.25395750004,59821.307050666655,34923.3140521,290676.761466,260606.77925259998,-1613.3118165000014,386304.5134368,80597.53314433333,110757.35095040001
50,50031.00106727272,270817.83493189997,141374.030294,38815.6914332,26503.058885333332,152599.87539449998,237230.38018733333,308874.24803180003,49717.71199066666,73586.4333635,9011.15307,191591.8796871,242292.21936900003,110733.62743520002,154019.882012,49439.9056584
51,18422.74319454546,474772.36467660003,111359.64788840002,815255.3416208999,123580.159189,93402.1224975,90231.31788533332,65447.725261200016,19177.313541333333,173751.7917245,643921.369922,6134.0753491,9025.791236250001,71801.0426208,3490.7847279999987,204784.54376639996
52,60992.54899790909,336046.521242,147684.509036,136198.32762479997,51271.64803666666,103032.72212749999,131520.37511899997,263065.4978437786,-2491.464654000003,3843.6076423000013,62636.6777525,408508.9059044,40722.573179750005,112179.60922880002,85013.23141233333,136018.8637896
53,17268.251388272736,242370.25163550003,904071.4478424,726775.8559592,20581.679072,200696.65860750002,76225.31648999997,56559.238698600006,96347.16231233333,89880.77221899999,464.48893050000333,201182.0018418575,31078.368208000007,716605.7803884,176924.65768366668,176621.979264
54,-14093.15047800001,22394.3210873,896359.3656444,178103.45929459998,46723.13626166666,77144.132975,146353.574352,-2064.9700310999906,26841.073408666667,28012.0715224,124030.85458500001,76309.8054708,185449.51677150003,18338.556268000008,35718.14543366667,-985.5521032000033
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,55205.54340845418,577488.0128029363,280724.5644860581,244946.5469910376,80372.57970643474,384402.5773116877,120094.79732782855,282276.87290767237,73512.8350424778,81653.86019247187,129415.31255393638,180197.01570733194,78860.54278630829,191183.04342946177,96775.3172922839,111307.93246692416
