Name,ICAM,p30,TIGIT,p30 + TIGIT
D2-250207,-1720.3645520000027,220075.91087777776,643319.825547,-6289.2772363636395
D2-250207,-13169.761054000002,48751.45253044444,1081745.5790341,670686.9016253637
D2-250207,-13157.846256000004,243.36684866666474,52457.3474425,379291.5031844545
D2-250207,-11535.23857200001,712416.2658881111,282932.90918069996,234668.02988099997
D2-250207,-6429.990370000003,361634.03738222225,359106.2018084,457798.47425187705
D2-250207,-29343.001512000017,116301.78432000002,854986.1245564999,462890.9732241818
D2-250207,116375.76509399997,162618.39140022223,103993.83849919999,241931.20505681817
D2-250207,591922.058964,87735.92420266668,610538.9535734999,594336.8611014545
D2-250207,96245.494379,236836.61226555557,645656.5185609,208125.26103272726
D2-250207,-9623.670880000005,455575.91202355555,114781.82223329999,94151.96341854545
D2-250207,-9730.827570000005,319815.8712291111,20961.029016799992,297847.21990772727
D2-250207,19330.965926999983,370390.64872055553,605735.2487923,22631.26941163637
D2-250207,-13879.441954000002,533999.7442966666,133776.5584576,1216943.4662553638
D2-250207,-34905.53173200002,751135.4227229999,305697.10268759995,445636.9929215454
D2-250207,-23089.445054000003,267612.79947277775,1058195.8117305,30.59725963636447
D2-250207,1355.3665609999953,65311.22173644444,751071.6991370999,682498.4143453636
D2-250207,1069829.69728,432339.26979733334,113305.35963329999,59757.80854309091
D2-250207,184.28930399999444,299923.75629166665,234317.4973152,165882.3183220909
D2-250207,68102.84266999998,584426.4313795555,817079.7909617,854314.848633909
D2-250207,-14971.430760000003,166725.414051,143867.75456349997,499518.5253003636
D2-250207,-15665.627785000004,109928.74611777774,313142.9184631,422982.3133098182
D2-250207,-13273.703949000006,659248.6402387777,667123.6557777,728399.3603254544
D2-250207,-10588.031136000005,225791.02628877776,799847.9563129,1328828.9676091818
D2-250207,-14528.07664,141456.83004022224,1501512.5335964998,327814.3437761818
D2-250207,137804.38799400002,98304.33273222222,712229.2992738,491.00280863636
D2-250207,-9406.901031000005,706906.883618111,-4558.434172500005,212882.37042618182
D2-250207,2487.264559999996,395311.1268124444,1206749.7100574998,200101.9439045455
D2-250207,-20081.678496,451448.6280556805,161342.31810509998,361603.2753556364
D2-250207,-2357.5056000000004,486689.46366755554,4976.8154260999945,637809.9127292727
D2-250207,-12122.604875000008,128382.77328333333,126220.68648209996,762670.0831127273
D2-250207,-6521.359295000002,233875.72375844445,978766.2622722001,158446.25006890908
D2-250207,-13871.169496000002,70294.32736000001,573828.9800487,277270.9145367273
D2-250207,58142.2579450196,380928.14259966667,-30.425079500004358,9626.096103272735
D2-250207,-5052.854620000004,150065.5338133333,1905367.9972442999,123660.5296181818
D2-250207,31066.449858,1194454.7462222222,76232.75799360001,1005164.1872450911
D2-250207,-28367.14125,1064515.6560712222,236956.47216299997,714466.613632909
D2-250207,224666.56010700003,401640.0356515556,115819.11742169998,216682.10388336363
D2-250207,-1469.5115490000026,432168.3938491111,1141983.909222,294269.7500470908
D2-250212,7357.380181499993,552773.7741245556,99568.48007333334,1162205.2090884442
D2-250212,-2183.1195460000017,39214.402890666664,3034.5583693333338,32890.306630222214
D2-250212,300.75961299999835,468151.2995912223,-668.4168365555543,264495.4803773333
D2-250212,471.11028299999816,239066.94657022224,38453.29868644445,582.5762553333334
D2-250212,5911.035285999998,419096.17763866665,27936.24272444444,420215.4986611111
D2-250212,-1663.1614365000005,42177.301032222225,20390.52490811111,799098.3391813332
D2-250212,-361.03596200000175,17999.47631833334,30912.361316888888,43812.608132222216
D2-250212,-556.0809410000002,66236.50733211111,55177.90247866668,303427.2286016667
D2-250212,3101.2867259999985,14431.46718288889,146981.56849422224,463703.71504333336
D2-250212,-1788.4739924999994,321337.32012644445,7546.010310666668,693262.6460906666
D2-250212,-3663.349725,155101.96701488888,45285.55247788889,106376.25472599998
D2-250212,371806.23138749995,42767.88213266668,103016.47549111111,35011.77024722223
D2-250212,-920.7697555000013,102364.19406400001,37684.46605844444,515686.68420644436
D2-250212,-1516.8632520000028,9573.92466966667,76565.22234622222,648493.6001655556
D2-250212,-365.27721300000485,43205.43318944444,404372.8967413333,837287.3310822223
D2-250212,12466.288278499997,126588.00115833335,16103.892161777778,259240.58090333332
D2-250212,3718.680426499999,536.0641153333381,1884.820101555557,13510.651963777778
D2-250212,1375.3044374999954,40216.37297500002,49381.908236222225,188433.80221266666
D2-250212,-6953.184664500004,158661.0477225156,-607.8673398888895,113184.6050898889
D2-250212,-462.3764865000012,24810.72521155556,14556.028821444448,8921.19489955555
D2-250212,1975.570509000001,19683.820714888898,78830.223241,84376.42902577779
D2-250212,-679.4684415000011,43509.201775555564,-2119.136391444441,1984.3198468888877
D2-250212,324.29256749999877,50856.05959200001,65374.406226666666,66304.86003266668
D2-250212,-2453.852049000001,6381.843685777785,27981.47829888889,151916.6417348889
D2-250212,-2907.502331000007,71956.32302722221,38686.96411844445,521515.04390666663
D2-250212,6300.917271999999,31599.176702777782,124940.31268444445,886606.2239133334
D2-250212,1818.0168724999967,2339.790392888892,51590.451467741674,323166.32946100284
D2-250212,2778.4636034999967,97796.78784244446,141087.19576,219216.66635555556
D2-250212,7144.702579499994,181310.68994666668,25770.47769666667,147586.5913322222
D2-250212,-3140.3978675000108,37851.111075555564,104747.66643555554,610997.4496094445
D2-250212,-2368.774875500003,7270.984784,90921.78647066667,14753.76584111111
D2-250212,-3535.784812500002,48106.10678577777,3395.5649774444482,53695.60253744444
D2-250212,1504.1636414999957,18921.777491666675,35271.285777000005,522273.6920572222
D2-250212,3042.8556144999966,211236.64303333333,17682.468862222224,515411.7532155555
D2-250212,50386.8020425,4913.816416666668,13520.512986666665,532190.300120889
D2-250212,3854.8828445,259133.0746951111,1332.1886817777777,208164.2285628889
D2-250212,-540.793773500005,10823.15244788889,39836.13767833334,65583.85964277778
D2-250212,4609.1642024999965,47760.64395333333,14073.307417777778,74729.13786311111
D2-250212,-1593.531984000001,43805.36037688889,29191.78104888889,350413.08036888886
D2-250212,4431.618215499999,248074.3509355555,20528.793840555558,965397.528196889
D1-250214,71470.52194333333,81167.33587499999,258718.99240549997,430528.6586979
D1-250214,174565.74327233332,61792.36150200001,9155.232554999999,79312.6753623
D1-250214,56733.63072466668,113744.90753250002,293981.97154149995,125355.00023139999
D1-250214,-925.2864833333351,28012.0715224,95070.35743199999,466212.13845339994
D1-250214,57000.62128199999,134539.2256379,259951.81937050002,160948.65537519997
D1-250214,21273.810980333335,22503.94321050001,162477.8904135,243406.21081709999
D1-250214,16803.914533333333,614886.1103976,643921.369922,89730.31743280002
D1-250214,46293.210427333324,62083.58617649999,384431.734565,160054.07387969998
D1-250214,22166.914377333324,12197.018326000009,787.2466930000046,57932.967216599995
D1-250214,249656.593558,96852.34320855331,62636.6777525,434782.2431722
D1-250214,92977.98085766665,514005.28659369994,290676.761466,38662.42730460001
D1-250214,124091.86662266665,75223.47584380001,9717.521436000003,174351.1056663
D1-250214,19177.313541333333,39662.61535790001,409097.1559625001,94775.34828869998
D1-250214,160325.35418666666,71669.2562593,10451.997147499998,234085.4921325
D1-250214,10163.921674666664,73321.50378000001,5198.212705000002,69446.9081196
D1-250214,-4981.9077110000035,2394.306861900004,125180.00061000002,100557.26087029999
D1-250214,27096.265353333336,34189.889398600004,537250.0980989999,132809.9689917
D1-250214,42993.20365266668,24950.993390700005,464.48893050000333,225218.55959309996
D1-250214,15564.20074,422770.3299352,9011.15307,2327.2999185999997
D1-250214,11587.437878333334,155019.279591,5907.238459500004,94607.30339829999
D1-250214,96347.16231233333,3623.0942706000023,3874.738066500002,65547.19739309998
D1-250214,110192.67311,16673.748600600007,6822.028332000002,76309.8054708
D1-250214,-1191.352338333334,187456.6290967,214466.49566949997,74687.88654719997
D1-250214,62515.89764399999,101203.5717827,300154.957388,127294.4366711
D1-250214,12746.897384,82981.57725,176603.2205085,363735.9055999
D1-250214,49717.71199066666,226909.60331819998,125663.33177399996,201270.34154489997
D1-250214,106504.43801633333,6862.7143235,19792.519471,255077.0618613
D1-250214,134186.690142,73586.4333635,98981.3862835,201182.0018418575
D1-250214,26841.073408666667,166993.34091650002,338066.06364300003,89273.71935900001
D1-250214,84802.30867266665,752537.5714710001,2031.634990000006,112306.1628656
D1-250214,67529.20326533333,24257.976797700005,1976.5155200000008,864862.394575
D1-250214,-1376.9824653333362,36906.18720600002,29000.825243500003,7194.772422499995
D1-250214,6810.1019996666655,21636.0168594,176617.00281150002,237291.5374102
D1-250214,97394.62125533333,3708.6007296000025,90132.28161450001,104601.87299039998
D1-250214,86565.29202033333,89880.77221899999,107702.9198235,48127.69844759999
D1-250214,23684.759339999993,34923.3140521,48659.033004,139111.28194589997
D1-250214,68686.97432933334,54702.8925818,8353.419608499999,149036.3662698
D1-250214,59508.26806999999,450.81312300000354,89133.22275000002,256271.54613
D1-250214,115522.34937999999,55762.1396998,100104.67341,87546.19890939999
D1-250214,86316.70004533335,276070.3274736,93531.1119855,191591.8796871
D1-250214,189863.62700166664,28476.189273600008,131000.21679499999,649785.7686886
D1-250214,56409.51337666668,3843.6076423000013,109588.91793500002,273477.6136417
D1-250214,159275.79049133335,201831.0888567,6963.9534255,6134.0753491
D1-250214,67059.00645066665,1126.090086600003,5013.0904625,67861.8503532
D1-250214,32116.11616133333,32760.61534270001,57816.215127,110680.1210884
D1-250214,272704.185314,65268.830814400004,124030.85458500001,44625.306651399995
D1-250214,59533.846522333326,67465.35325010002,171564.0812325,21095.340355099997
D1-250214,112409.76519466666,18950.282551500008,45229.6027885,50862.0528918
D1-250214,49436.72300933332,65156.44150030001,40491.40030650001,89139.42038999998
D1-250214,122334.74389999999,133314.14266040002,133346.91602250002,79420.46687599999
D1-250214,-2491.464654000003,41845.628531099996,389781.59573249996,491077.68350409996
D1-250214,73999.41882666666,3482.924009500006,-260.89861050000036,260606.77925259998
D1-250214,43009.585233333324,3014.792046000006,2001.1296655000006,408508.9059044
D1-250214,122549.58665000001,173751.7917245,87906.5199775,126730.83771950002
D1-250214,93426.161031,10236.295926500003,37570.49953600001,66732.0550853
