,Name,ICAM,p30,KLRG1,p30 + KLRG1
2,D2-160125,-2679.8726048000026,150450.13267090908,1760.9255350000003,39894.701882
3,D2-160125,-5952.6360528000005,42664.961855454545,91160.925842,58594.35657959999
4,D2-160125,37093.59328719999,42366.80856218182,87311.97275500001,119101.05234719999
5,D2-160125,17009.005472799996,112174.37499600001,32490.33630400001,17432.666517499994
6,D2-160125,6075.7626617999995,97296.76052290908,24530.561628000003,58420.97261639999
7,D2-160125,16654.731843199996,75762.95800781818,148929.25570799998,43693.1133137
8,D2-160125,10823.208646799998,32753.94567981818,10823.160668000004,213520.44840629998
9,D2-160125,9583.506121000006,188752.54338927273,14329.417829999999,13472.509407799997
10,D2-160125,11239.794161399994,47806.744374,8394.858177000002,236537.14044810002
11,D2-160125,3151.031699199986,204330.8332399091,37272.749994000005,37402.50036509999
12,D2-160125,2222.0432284000053,43792.57729090908,11616.580850000006,21118.898370500003
13,D2-160125,129116.7969656,225175.2526698182,17759.13774900001,24015.150676999994
14,D2-160125,41248.51018319999,173836.44551272056,12076.175280000003,62425.586384999995
15,D2-160125,22126.280894999996,122699.40682181815,9062.008648000003,66262.0358928
16,D2-160125,18762.7631738,140961.6101612727,17033.40404500001,40140.734159200016
17,D2-160125,5247.598099199997,27861.736884545455,11139.748775000007,59281.6941657
18,D2-160125,123086.33249219999,500440.1152410909,13207.252252000006,17815.484281800003
19,D2-160125,85.1475655999966,127535.40033163638,15903.253653000007,19508.677007399994
20,D2-160125,-391.15315980000014,106524.81611672728,16968.52062400001,9060.053014099998
21,D2-160125,336.4138367999949,90737.8218209091,21124.043556000004,14674.786251299996
0,D1-241217,-40208.31073140004,398422.607076,986115.7850416666,1924493.9119200003
1,D1-241217,-6238.259116800022,69842.75407800003,303659.9605366667,1107804.2028639999
2,D1-241217,-124.38689880001766,-12927.406310999999,100594.29819733332,436594.28684400005
3,D1-241217,4776.3115903999715,-15111.374207999907,58033.95211333334,119174.649748
4,D1-241217,3324.4208447999554,86091.16338000003,321576.8684146666,281477.062812
5,D1-241217,-9453.379818400019,456550.507008,33290.168074000016,461493.24072
6,D1-241217,154928.66103400002,-4114.628599999996,24799.91301333334,72424.753671
7,D1-241217,-10554.81649279999,69322.23020699999,171503.97906133335,1009900.010392
8,D1-241217,11077.576321114268,164631.91830300004,55252.842340666684,225978.87274000005
9,D1-241217,2317.5918919999676,493312.885335,186170.9169156667,117206.820326
10,D1-241217,-5232.243765000021,53505.41738500001,36644.71301133334,207806.46145000006
11,D1-241217,17582.919225599966,33142.27248,293313.15853,927294.5674079999
12,D1-241217,-16159.254702000006,62352.640920000005,155914.93124166667,246517.24118199997
13,D1-241217,47174.1287472,202642.79979900006,491259.274506,6269.682339000006
0,D1-241206,8534.798050000001,85326.86962689999,21578.95444099998,54843.26014933333
1,D1-241206,15507.594408000004,37633.860654,55228.82627639998,17024.859283
2,D1-241206,9269.526529666662,13871.290323299996,182389.60707029997,45749.83140000001
3,D1-241206,6690.8543873333365,37359.484157900006,110225.71739460001,13227.184864000003
4,D1-241206,14627.954293333343,32048.895733699996,71891.85314309997,78524.18058599999
5,D1-241206,35675.383771333334,39353.28770919998,12128.931317899995,53199.145182666674
6,D1-241206,9777.485272000002,169771.89136180002,18079.328079599996,18840.184258
7,D1-241206,10965.429159333333,393464.24919989996,2136.522932599997,75723.00088066666
8,D1-241206,8040.947251999998,53218.62315439999,10332.992475699994,10778.724867666671
9,D1-241206,8467.156714666671,63438.423107400005,2946.619288299993,24114.78937866667
10,D1-241206,2435.841064666667,148719.6935917,12060.145085899996,300501.4917896667
11,D1-241206,87652.453768,169136.3167782,35803.113155499996,151401.66687066667
12,D1-241206,26385.4371666667,5391.209693099994,34611.4675518,7529.6966639999955
13,D1-241206,360.31537533333176,49649.82177020001,45288.4719152,71509.76865333333
14,D1-241206,8923.376916666668,58241.36994339999,11334.61665489999,22852.74865066667
15,D1-241206,2197.4061673333345,62373.15747629999,5145.057291599995,12459.614720000005
16,D1-241206,15668.435967999998,56505.9652997,45603.53583610001,20642.52973199999
17,D1-241206,10274.523520000002,74789.35653660001,25283.384561399995,22414.543497333332
18,D1-241206,20068.587346333326,65697.85232159999,13234.432211699997,79318.306262
19,D1-241206,12936.873433333341,23002.84027889999,16583.8751775,13755.94105666667
20,D1-241206,4632.121226000003,24090.904859099996,33666.503411199985,45907.19466800001
21,D1-241206,9328.34448,61801.8637458,-1242.3126106000054,136384.0087853333
22,D1-241206,13560.253120612615,37545.74197,44672.10655289999,17413.860559999997
23,D1-241206,7834.50556833333,109667.57713730002,42001.6952745,22381.722923333335
24,D1-241206,10083.063274666674,52616.306379,86539.92269739999,62673.84529666667
25,D1-241206,22387.271553666673,50664.50877870001,28656.608267399995,9346.748361666665
26,D1-241206,9797.413623666667,35353.0070817,53394.967899400006,64677.09849866666
27,D1-241206,4874.80641666667,34734.33424889999,26632.975410799998,2968.162157999999
28,D1-241206,14125.099360000007,35828.7247981,112734.59250150001,19858.853886
29,D1-241206,17809.228844666664,34112.9141122,9928.188766899999,38081.31475999999
30,D1-241206,8272.284962666665,51869.6095743,12493.6391755,290626.8175026667
31,D1-241206,38235.24554266667,72589.68273188204,101063.51189309997,56022.310824999986
32,D1-241206,-616.5367239999905,57455.83392559999,7823.095662999989,58427.928466000005
33,D1-241206,457.98276566666755,32054.313530399995,51672.0842242,4279.17629333333
34,D1-241206,1648.3446840000033,62942.1072033,9296.228786599997,29335.902433333336
35,D1-241206,18907.573646999997,69232.79859949999,58279.1799343,16896.06092133333
