,Corrected CD63 ICAM,Corrected CD63 I + p30,Corrected CD63 I + TIGIT,Corrected CD63 I + p30 + TIGIT (2),Corrected CD63 I + PD-1,Corrected CD63 I + p30 + PD1,Corrected CD63 I + KLRG,Corrected CD63 I + p30 + KLRG,Corrected PFR ICAM,Corrected PFR I + p30,Corrected PFR I + TIGIT,Corrected PFR I + p30 + TIGIT (2),Corrected PFR I + PD-1,Corrected PFR I + p30 + PD1,Corrected PFR I + KLRG,Corrected PFR I + p30 + KLRG
23,-29638.711421899992,87235.91794244442,40390.88192099999,66746.04004833338,64086.041059333365,-14477.817886285717,325853.2701059999,189033.34603840005,1818.0168724999967,126588.00115833335,16103.892161777778,84376.42902577779,49582.4002785,907919.6898149999,13364.8308144,498863.6424918
24,7452.219568199973,184090.73012666666,75393.63049555555,2837202.0035938886,10979.210332333343,167235.51696171425,134721.98679901965,513288.1221132001,4609.1642024999965,7270.984784,124940.31268444445,259240.58090333332,-2501.09969775,831758.2067915,-819.0696415999955,344986.10728830006
25,2024.7185210999887,617662.976248889,-2138.1968152222253,1322287.2906766667,-10092.42098616666,162924.86370399996,12645.241112000003,-6047.415286399992,7357.380181499993,7385.805374666674,20528.793840555558,582.5762553333334,22853.599512500004,339985.166166,3771.9868884000025,166440.2737998
26,-22507.625517899985,1334365.6972,168331.26491155557,678888.5061133334,9063.89091300001,502962.61393928574,14390.813343999995,604765.9462685998,44716.722385500005,552773.7741245556,141087.19576,648493.6001655556,-2149.930333999997,159370.5732175,2403.098709199996,405447.14957119996
27,-11324.4745884,74119.89653111112,141454.07137777776,984331.064433889,587951.1598155,493439.90354371426,160796.9752,701356.9257684,-3663.349725,4913.816416666668,404372.8967413333,799098.3391813332,2775.095242500007,544971.1703700001,561.3345284000025,18277.042483200006
28,-14005.893995499995,148460.92741666664,373766.0373617778,65861.2587307778,14210.063846000005,1062816.9321645712,76478.641533,353196.4667514,-3535.784812500002,565169.7957937778,39836.13767833334,151916.6417348889,4098.122595000001,874369.928345,-3670.7523859999965,-1942.0252752000015
29,8275.735280299996,1002052.4545347777,47241.04003888888,893451.4722699111,29782.162428666677,1297999.0309611429,132330.59639999998,347144.7344886,-920.7697555000013,71956.32302722221,90921.78647066667,208164.2285628889,7395.736909750009,1635609.7883469998,18587.252274000006,1509368.7691323
30,-25111.438955899997,9921.635452444447,191151.21019133332,974315.7133852221,75699.16254,123478.97532342856,117748.80474699999,47731.39890120001,1375.3044374999954,251871.4924791111,13520.512986666665,66304.86003266668,-3882.3274402499956,734604.5769685,1479.5147295999996,115013.09696620001
31,12767.502125700004,146130.12252977776,3779.6280487777694,3464860.4029555554,359040.84408350004,794446.7441342857,-2342.2396799999988,1920758.214477,-540.793773500005,190963.63408888888,51590.451467741674,35011.77024722223,6231.614512500004,1682815.5415085,5260.614899600001,765462.2564406
32,-34205.6429412,78478.94397333334,11399.24081033333,207901.32265688892,64827.37757283336,174658.91885428567,21466.580167999986,414900.26884199993,-6953.184664500004,468151.2995912223,17682.468862222224,1162205.2090884442,-930.4709692499964,851343.5985670001,-1386.2627240000002,106170.95293739997
33,-26176.521910500007,84847.54534533333,201180.46609177778,410794.9178061112,17403.040775000016,741707.1371057143,102890.84401399997,-13661.126901599986,4431.618215499999,40216.37297500002,14073.307417777778,53695.60253744444,795.9949675000025,1167529.6874520003,1934.0075687999997,321.40655510000215
34,3377.0677922999894,151934.5073013333,700.2338934444488,611788.9897426667,15934.110663500003,394534.7663965714,11935.040644000008,1079951.2983342002,371806.23138749995,43205.43318944444,37684.46605844444,14753.76584111111,116879.19628499998,1562151.6470094998,15995.485800000002,650189.0957205001
35,-19815.259305600004,1991640.3646639995,26726.69375666666,933714.5267903334,702.0593411666778,418505.6860828572,355367.15367299994,1325137.9540368002,-365.27721300000485,24810.72521155556,38686.96411844445,264495.4803773333,606.1482245000007,1056825.2282825,-236.8622527999978,2773.1284970000015
36,80910.54856169998,42425.829383000004,149307.5160658889,484187.7668275556,55244.834521666664,1472211.2105445713,158868.30371999997,966482.5723416002,-1516.8632520000028,248074.3509355555,7546.010310666668,521515.04390666663,1931.7625290000033,184040.8728075,3197.2308798000013,183971.57310679997
37,70516.98470970002,6934.2362111111,184276.1871377778,1299839.1121588887,85314.89910833334,225208.91535842858,166883.26435199997,35898.375308,3101.2867259999985,48106.10678577777,27936.24272444444,965397.528196889,181815.57382725,2364828.2204889995,10975.848483447056,3907.4231755
38,-15125.383239400006,167652.2512328889,-8506.802296777787,145228.75223188894,48076.73467500004,1653396.573564,265773.533408,495533.61237899994,300.75961299999835,17999.47631833334,14556.028821444448,23695.920717555557,569.939391750002,277404.2581885,-361.5878069999999,4545.159250800003
39,15700.502542900009,156052.85876444442,73946.67778955554,950160.7505195555,35608.66706216667,819803.3257762856,43163.38781600002,-1722.6842617999646,1504.1636414999957,29285.95132622223,65374.406226666666,693262.6460906666,9877.505715000007,798387.1346019139,7161.277586400003,406501.2138236
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,19562.72708437393,397073.4275849888,192579.98184905594,914815.4784890255,49256.73155066556,632199.1599666536,149357.91125162557,534822.7515028691,12838.436325989092,195016.27847180836,50391.00075260188,330907.72139843344,23011.86817820417,814694.4517712727,12185.910920131175,202581.16594979813
