,CD63 ICAM,CD63 p30,CD63 TIGIT,CD63 p30 + TIGIT,CD63 PD1,CD63 p30 + PD1,CD63 KLRG1,CD63 p30 + KLRG1,PFR ICAM,PFR p30,PFR TIGIT,PFR p30 + TIGIT,PFR PD1,PFR p30 + PD1,PFR KLRG1,PFR p30 + KLRG1
14,8275.735280299996,617662.976248889,17063.597275111104,229028.42991155564,17403.040775000016,461766.94997142855,36244.731792000006,1325137.9540368002,3854.8828445,259133.0746951111,1332.1886817777777,208164.2285628889,2775.095242500007,907919.6898149999,-1856.717539199999,1360026.1620594002
15,-18601.22314670001,372244.64969211107,191151.21019133332,178681.36233511113,48076.73467500004,62230.83502428573,41745.012795999995,52310.551984600024,-540.793773500005,10823.15244788889,39836.13767833334,65583.85964277778,6231.614512500004,159370.5732175,8403.1454696,8388.971163299997
16,43063.6495245,184090.73012666666,87091.32191111111,463841.9894044445,-12344.614932833327,394534.7663965714,55328.06941200001,1920758.214477,4609.1642024999965,47760.64395333333,14073.307417777778,74729.13786311111,-3404.5230697499937,1121863.765308,1690.6228416000013,86878.21743349999
17,-19815.259305600004,206443.52971111116,75393.63049555555,375149.47619555565,45704.39976316667,129691.00680642857,118959.622857,727337.627611,-1593.531984000001,43805.36037688889,29191.78104888889,350413.08036888886,-78.3361262499966,184040.8728075,2694.712906800003,650189.0957205001
18,-22507.625517899985,156052.85876444442,-8506.802296777787,484187.7668275556,15934.110663500003,502962.61393928574,160796.9752,72476.70534240003,-679.4684415000011,43509.201775555564,-2119.136391444441,1984.3198468888877,569.939391750002,1015669.3015124999,114876.26864000002,32704.38449019999
19,-40541.85157110001,36659.89927600001,124814.88243466665,30805.16195944445,18977.197684500003,418505.6860828572,92547.978582,104182.33300860002,-2368.774875500003,7270.984784,90921.78647066667,14753.76584111111,3119.426295750003,519673.31199749996,60505.009668800005,67332.3962003
20,24685.2167034,60770.89665911111,130284.77040699999,553865.9163991112,5981.815715500008,715904.9528802856,18183.841919999995,189033.34603840005,1975.570509000001,19683.820714888898,78830.223241,84376.42902577779,-930.4709692499964,1768483.935033,-361.5878069999999,115013.09696620001
21,-26176.521910500007,387640.27919555554,26726.69375666666,789808.1067946666,9063.89091300001,118363.48056971429,504184.4973799999,741423.7106208,-1788.4739924999994,321337.32012644445,7546.010310666668,693262.6460906666,1037.6372655000014,291980.84945000004,4775.382287999993,106170.95293739997
22,-34205.6429412,117511.30778933334,11399.24081033333,207901.32265688892,29782.162428666677,741707.1371057143,128800.66223699998,658137.433986,-2183.1195460000017,39214.402890666664,3034.5583693333338,32890.306630222214,53324.61599500001,991386.594639,13438.4412878,241731.03966299994
23,544.3770561999845,1002052.4545347777,-2138.1968152222253,145695.02381133338,35608.66706216667,653897.2367511429,-2342.2396799999988,-12005.393785599968,300.75961299999835,468151.2995912223,-668.4168365555543,264495.4803773333,-2501.09969775,874369.928345,-1099.5966336000001,-5101.492772799989
24,-2274.6601793999944,220181.5693537778,184276.1871377778,38891.22350533334,27177.017571000004,683554.2966971429,12645.241112000003,513288.1221132001,471.11028299999816,239066.94657022224,38453.29868644445,582.5762553333334,49582.4002785,1667032.424445,-819.0696415999955,765462.2564406
25,1238.3201011999918,541455.3751753333,44074.690597777764,193829.19080344448,-13627.530622166654,819803.3257762856,50123.62954999998,347144.7344886,5911.035285999998,419096.17763866665,27936.24272444444,420215.4986611111,-655.7633747500004,831758.2067915,396.84440600000016,4590.270816299999
26,-25111.438955899997,146130.12252977776,76002.40949844444,933714.5267903334,-9928.029680166655,225208.91535842858,546674.5349999999,1050883.8578552,-1663.1614365000005,42177.301032222225,20390.52490811111,799098.3391813332,-3056.838470249997,512519.0334165001,6237.756000000001,716575.3866941
27,-18947.3542684,115723.77278266664,168331.26491155557,984331.064433889,15958.912350000013,292207.4543878572,7066.452860999998,-1722.6842617999646,-361.03596200000175,17999.47631833334,30912.361316888888,43812.608132222216,4098.122595000001,1056825.2282825,-995.2710327999976,6666.538945100001
28,-9753.713864599995,167652.2512328889,104361.20466966668,611788.9897426667,-10119.862822166659,321449.72902728576,96548.970302,47731.39890120001,-556.0809410000002,66236.50733211111,55177.90247866668,303427.2286016667,-4006.5466882500004,878982.6593575,11268.010064800004,3862.755710100002
29,-11324.4745884,74119.89653111112,332548.21329188894,657539.3130683334,85314.89910833334,292429.3030092857,-20870.429424000016,520337.3724796,3101.2867259999985,14431.46718288889,146981.56849422224,463703.71504333336,22853.599512500004,277404.2581885,-3962.845641599997,67711.2233083
30,-55914.760995000004,936569.7771291109,62057.449475555535,346648.127371,14210.063846000005,246507.3624798571,61190.57402500001,-13661.126901599986,-3663.349725,155101.96701488888,45285.55247788889,106376.25472599998,1931.7625290000033,141117.6212935,-3670.7523859999965,-5722.56178679999
31,-77284.08064710005,460817.6304572406,700.2338934444488,36217.42207455558,-10092.42098616666,3352956.733984,12454.266401999994,701356.9257684,-6953.184664500004,158661.0477225156,-607.8673398888895,113184.6050898889,-1441.6447592499972,876512.6934409998,-2778.611482799999,127276.15104269996
32,543542.8044734999,151934.5073013333,369683.27200444444,145228.75223188894,19693.168650833337,1059564.6814741432,102890.84401399997,1855708.5399423998,371806.23138749995,42767.88213266668,103016.47549111111,35011.77024722223,13874.418588249995,525075.5173785,-1905.1375001999986,405447.14957119996
33,-13185.800072900005,1991640.3646639995,201180.46609177778,3367535.908043777,2490.9667085,1297999.0309611429,14390.813343999995,2131341.2883592,-920.7697555000013,102364.19406400001,37684.46605844444,515686.68420644436,312.73741275000157,1167529.6874520003,31.85290740000346,422652.9251971
34,-39430.753336800015,80800.62264233334,762941.2103168888,329668.0311172223,-80467.88828216665,630219.3849064286,117748.80474699999,486545.24822760007,-1516.8632520000028,9573.92466966667,76565.22234622222,648493.6001655556,-15821.55767175,1607734.7462475002,37149.17136639999,344986.10728830006
35,-15125.383239400006,187983.20552055552,323519.82177833334,470547.64000688895,-8421.722732833354,655428.0949108572,265773.533408,1369976.3311584,-365.27721300000485,43205.43318944444,404372.8967413333,837287.3310822223,-4709.27229275,476937.62183350004,86791.90024320001,411814.4603272
36,372408.14554570004,2122133.2965416666,23232.681167111106,66746.04004833338,20480.254794,1401262.6738485715,721862.81703,599004.0212156001,12466.288278499997,126588.00115833335,16103.892161777778,259240.58090333332,2075.0696370000023,952281.6540875001,4382.0520104000025,166440.2737998
37,7914.304230299982,-4438.6665433333255,28211.75833622222,410794.9178061112,-17541.17975899999,-14477.817886285717,37631.390508,259203.67481479998,3718.680426499999,536.0641153333381,1884.820101555557,13510.651963777778,537.7776135000058,1521.1245230000059,3167.4939928000003,90796.0388329
38,36384.98753749998,203120.28530000002,149307.5160658889,411724.0891166667,2188.930204999997,367710.01009585714,529191.8533729999,76225.58531280002,1375.3044374999954,40216.37297500002,49381.908236222225,188433.80221266666,-121.33939949999876,1338713.5134824999,-1649.7735641999898,9937.176495399995
39,6924.835742700008,37925.69104444445,24651.99729677778,382546.32908022223,45169.67851545556,320456.62144142855,132330.59639999998,335470.13622720004,-462.3764865000012,24810.72521155556,14556.028821444448,8921.19489955555,26966.70631641667,140527.064885,-750.2194799999961,321.40655510000215
