,Name,ICAM,p30,KLRG,p30 + KLRG
16,D2_160125,-10588.031136000005,188080.049159,17363.476218374995,3945.39317085714
17,D2_160125,-1720.3645520000027,319815.8712291111,2246.7475237499984,-4253.647121857146
18,D2_160125,397904.95712,162618.39140022223,45.332178749999,989763.7010022856
19,D2_160125,-13879.441954000002,432339.26979733334,6735.097277999996,249074.08509514286
20,D2_160125,-6429.990370000003,252666.60188977775,1000.6765072499948,253080.81442285713
21,D2_160125,224666.56010700003,380928.14259966667,670.2802121249979,598206.4936491428
22,D2_160125,-9406.901031000005,255252.47073211113,1228.5053601250002,103503.26081085714
23,D2_160125,116375.76509399997,370390.64872055553,-37.24889437500315,162643.02144714285
24,D2_160125,-28367.14125,4937.602875555556,232.15424924999752,-5914.106078571429
25,D2_160125,-14971.430760000003,352448.0293833333,372582.785735875,-1625.7712361428567
26,D2_160125,19330.965926999983,533999.7442966666,40492.23347188134,736716.5465314285
27,D2_160125,-29343.001512000017,128382.77328333333,10773.641068999998,174117.34883928573
28,D2_160125,-6501.143992000012,1655691.6297311112,1239.2110431249985,355578.7541434286
29,D2_160125,-13837.795365000005,299923.75629166665,-157.9843090000013,25774.513060999998
30,D2_160125,-15665.627785000004,141456.83004022224,10248.155451749997,60014.91021428572
31,D2_160125,263707.24334399996,276439.6018448889,750.4718926249952,427367.9796942858
32,D2_160125,-3198.0276430000013,479646.2173088889,211340.54445612503,587479.2070477143
33,D2_160125,-5052.854620000004,161630.32883822222,554.1275531249958,118827.20526457141
34,D2_160125,27554.062094999987,395311.1268124444,1989.6389861249972,41887.04701028572
35,D2_160125,-11535.23857200001,455575.91202355555,4337.535043749995,126842.55534514284
36,D2_160125,-14528.07664,706906.883618111,494.7389019999973,478719.99087628577
37,D2_160125,1069829.69728,584426.4313795555,-423.7172980000032,326066.5283967143
38,D2_160125,-9623.670880000005,116301.78432000002,293773.32334074995,57896.54835057143
39,D2_160125,137804.38799400002,1225328.9962116666,5213.103371874982,242974.35046942858
40,D2_160125,-23089.445054000003,368671.70537555555,7242.654505624996,257411.14949828575
41,D2_160125,1355.3665609999953,272125.75678600004,132.6378802499985,103446.54726257143
42,D2_160125,2487.264559999996,220075.91087777776,94785.09803124997,214143.29756757143
43,D2_160125,68102.84266999998,109928.74611777774,-47.51048662500398,123815.78185371429
44,D2_160125,-9730.827570000005,277192.878949,-75.76338087500335,127530.37168971427
45,D2_160125,96245.494379,1064515.6560712222,1645.6827212499957,399705.0908652857
46,D2_160125,-6412.682454,274242.55272722227,2679.9146659999933,44237.68893257143
0,D2_250207,59533.846522333326,61792.36150200001,163645.03789433333,36754.5606112
1,D2_250207,62515.89764399999,752537.5714710001,101817.15886827877,761754.91021
2,D2_250207,-1191.352338333334,1056.7520509000024,90741.73383900001,128713.12227739999
3,D2_250207,39057.93496,3482.924009500006,15601.635719999998,-3049.741730400001
4,D2_250207,122334.74389999999,187456.6290967,9219.643593333334,32518.873226
5,D2_250207,134524.86167466667,450.81312300000354,181872.11355833334,161034.823932
6,D2_250207,31796.624110999994,65156.44150030001,13250.492687999995,74688.396238
7,D2_250207,272704.185314,155019.279591,107643.60641933333,74247.67295919999
8,D2_250207,19177.313541333333,55211.17161769999,307140.39698333334,107348.9187192
9,D2_250207,42993.20365266668,65268.830814400004,215555.35428,576671.29114
10,D2_250207,12746.897384,28012.0715224,378896.0356346667,62901.1803074
11,D2_250207,22166.914377333324,226909.60331819998,274437.05922666664,136853.4534268
12,D2_250207,122549.58665000001,134539.2256379,31854.206802,644285.136778
13,D2_250207,57000.62128199999,514005.28659369994,19953.719849333334,73641.05550559997
14,D2_250207,86565.29202033333,171117.4758971,40491.35006866667,189910.726619
15,D2_250207,16803.914533333333,173751.7917245,3146.577736666666,48239.3583134
16,D2_250207,21273.810980333335,201831.0888567,53898.07465666667,57559.93743080001
17,D2_250207,96347.16231233333,71669.2562593,7340.534482666662,110053.16800080001
18,D2_250207,26841.073408666667,24950.993390700005,103716.37187866669,155847.51948619998
19,D2_250207,124091.86662266665,2394.306861900004,823.6045546666664,222233.4645858
20,D2_250207,46293.210427333324,28476.189273600008,85013.23141233333,56378.10361839999
21,D2_250207,10163.921674666664,5177.393624100005,3136.5015219999987,-1204.5186635999999
22,D2_250207,73999.41882666666,234653.375997,379118.44554799993,265821.83646479994
23,D2_250207,27096.265353333336,22863.463515600004,77870.6,33384.7893636
24,D2_250207,-2491.464654000003,18950.282551500008,76026.396912,213748.56619440002
25,D2_250207,-4981.9077110000035,105095.0771565,145893.16396333333,49439.9056584
26,D2_250207,249656.593558,14046.282738600003,8638.701339333333,69032.3429888
27,D2_250207,160325.35418666666,86693.72488060001,43618.544733333336,376025.12643520004
28,D2_250207,112409.76519466666,73321.50378000001,154019.882012,27149.383663800007
29,D2_250207,56733.63072466668,614886.1103976,162467.25919733333,43651.751684799994
30,D2_250207,97394.62125533333,160347.79283440002,3490.7847279999987,139718.7445088
31,D2_250207,6810.1019996666655,57229.1962602,17418.486560000005,195635.3847508
32,D2_250207,84802.30867266665,1126.090086600003,80597.53314433333,73834.59343080001
33,D2_250207,67529.20326533333,422770.3299352,7618.49094233333,42679.28484959999
34,D2_250207,23684.759339999993,3014.792046000006,362001.07777733327,126009.99535000001
35,D2_250207,-925.2864833333351,54702.8925818,103797.02557333333,35198.98453140001
36,D2_250207,32116.11616133333,57126.255391700004,164238.7878933333,410866.79986579996
37,D2_250207,38943.50921066666,75402.1019221,176924.65768366668,185550.7323128
38,D2_250207,71811.13017494709,166993.34091650002,2797.360106666667,14280.4606208
39,D2_250207,59821.307050666655,41845.628531099996,79900.7766,204784.54376639996
40,D2_250207,68686.97432933334,12197.018326000009,194484.73637366667,203640.0090266
41,D2_250207,93426.161031,3843.6076423000013,80013.76602933335,26243.4226296
42,D2_250207,-1376.9824653333362,976.4522250000009,35718.14543366667,146075.4332256
43,D2_250207,106504.43801633333,55762.1396998,91523.42159999999,127424.66828759997
44,D2_250207,131859.56769333335,15283.599750000005,72777.35874266666,110757.35095040001
45,D2_250207,115522.34937999999,82981.57725,89917.11335833333,112116.83798359998
46,D2_250207,174565.74327233332,62083.58617649999,-324.8178146666687,27168.401645000005
47,D2_250207,49717.71199066666,72457.14488470001,24124.791873000002,124354.40945820001
48,D2_250207,15564.20074,113841.50041039998,105532.26418333333,90447.72159399999
49,D2_250207,59508.26806999999,101203.5717827,247389.78390800004,56380.40848439999
50,D2_250207,56409.51337666668,10236.295926500003,127322.20616133334,68835.69770880001
51,D2_250207,159275.79049133335,3623.0942706000023,67712.84083333334,68371.8420192
52,D2_250207,36648.03087733332,67465.35325010002,57469.770825,136018.8637896
53,D2_250207,86316.70004533335,89880.77221899999,3771.4262799999997,-474.12352439999813
54,D2_250207,92977.98085766665,113744.90753250002,160595.29009333334,119510.662713
0,D1_150125,1504.1636414999957,26008.521304333346,8403.1454696,3814.347555200002
1,D1_150125,-3140.3978675000108,249414.63925155555,37149.17136639999,241731.03966299994
2,D1_150125,7144.702579499994,213945.8786044444,2559.6312973999957,166440.2737998
3,D1_150125,-556.0809410000002,17840.025589222227,15995.485800000002,972776.3609492999
4,D1_150125,-540.793773500005,419096.17763866665,-1099.5966336000001,183971.57310679997
5,D1_150125,-2368.774875500003,88418.29798222223,11268.010064800004,498863.6424918
6,D1_150125,-6953.184664500004,18921.777491666675,86791.90024320001,113682.2812695
7,D1_150125,12466.288278499997,338025.7528944445,396.84440600000016,142175.64313890002
8,D1_150125,-1516.8632520000028,29285.95132622223,3167.4939928000003,70255.0707485
9,D1_150125,-2453.852049000001,40216.37297500002,-361.5878069999999,-5101.492772799989
10,D1_150125,1975.570509000001,74971.07249455556,1690.6228416000013,9937.176495399995
11,D1_150125,-1836.5481475000051,367240.19432000007,205.58205520000047,227141.19432512356
12,D1_150125,1375.3044374999954,26151.440185000007,-819.0696415999955,32704.38449019999
13,D1_150125,2436.919782500001,66236.50733211111,-2778.611482799999,765462.2564406
14,D1_150125,4431.618215499999,37851.111075555564,-3670.7523859999965,4590.270816299999
15,D1_150125,-462.3764865000012,42195.775185888895,10975.848483447056,6666.538945100001
16,D1_150125,3101.2867259999985,468151.2995912223,5260.614899600001,422652.9251971
17,D1_150125,6300.917271999999,536.0641153333381,1012.3435535999997,2773.1284970000015
18,D1_150125,4609.1642024999965,3485.6939020000136,-995.2710327999976,66218.6106647
19,D1_150125,324.29256749999877,19683.820714888898,6387.8417693999945,406501.2138236
20,D1_150125,-361.03596200000175,102364.19406400001,-750.2194799999961,12837.433805100003
21,D1_150125,3718.680426499999,97796.78784244446,-314.0687951999971,90796.0388329
22,D1_150125,-920.7697555000013,190963.63408888888,65821.56351119999,3907.4231755
23,D1_150125,-811.9047690000043,14431.46718288889,4540.4537346,-5722.56178679999
24,D1_150125,-365.27721300000485,565169.7957937778,4775.382287999993,127276.15104269996
25,D1_150125,-881.440080000004,17999.47631833334,31.85290740000346,268321.5279459
26,D1_150125,300.75961299999835,2339.790392888892,114876.26864000002,405447.14957119996
27,D1_150125,471.11028299999816,24810.72521155556,1934.0075687999997,204948.4220687
28,D1_150125,5911.035285999998,479.5762688889008,-1649.7735641999898,49634.4699357
29,D1_150125,44716.722385500005,181310.68994666668,13364.8308144,8388.971163299997
30,D1_150125,-2907.502331000007,94423.7852808889,561.3345284000025,86878.21743349999
31,D1_150125,10766.780880563825,19850.92575555556,46791.469484,344986.10728830006
32,D1_150125,-2183.1195460000017,14970.230394555558,-1503.9882659999967,67711.2233083
33,D1_150125,-679.4684415000011,2012973.2182824444,1479.5147295999996,3862.755710100002
34,D1_150125,-1593.531984000001,42767.88213266668,6027.710726400008,1360026.1620594002
35,D1_150125,-3663.349725,43509.201775555564,2694.712906800003,321.40655510000215
36,D1_150125,2778.4636034999967,96890.39434333332,2403.098709199996,115013.09696620001
37,D1_150125,3042.8556144999966,39214.402890666664,-1905.1375001999986,18277.042483200006
38,D1_150125,3601.7531369999997,55151.036824,3771.9868884000025,1509368.7691323
39,D1_150125,-3535.784812500002,157553.1527928889,-1386.2627240000002,173194.92528029997
