,Name,ICAM,p30,KLRG1,p30 + KLRG1
39,D1-150125,27096.265353333336,34189.889398600004,215555.35428,410866.79986579996
40,D1-150125,42993.20365266668,24950.993390700005,378896.0356346667,62901.1803074
41,D1-150125,11587.437878333334,155019.279591,-324.8178146666687,-985.5521032000033
42,D1-150125,84802.30867266665,752537.5714710001,7618.49094233333,27168.401645000005
43,D1-150125,93426.161031,10236.295926500003,89917.11335833333,35198.98453140001
44,D1-150125,96347.16231233333,3623.0942706000023,8638.701339333333,26243.4226296
45,D1-150125,110192.67311,16673.748600600007,145893.16396333333,90447.72159399999
46,D1-150125,67529.20326533333,24257.976797700005,40491.35006866667,33384.7893636
47,D1-150125,56733.63072466668,113744.90753250002,85013.23141233333,103097.82864240001
48,D1-150125,26841.073408666667,166993.34091650002,101817.15886827877,89766.87613399999
49,D1-150125,134186.690142,73586.4333635,79900.7766,265821.83646479994
50,D1-150125,106504.43801633333,6862.7143235,24124.791873000002,27149.383663800007
51,D1-150125,49717.71199066666,226909.60331819998,103797.02557333333,15019.577332800003
52,D1-150125,12746.897384,82981.57725,163645.03789433333,203640.0090266
53,D1-150125,62515.89764399999,101203.5717827,2797.360106666667,56380.40848439999
54,D1-150125,-1191.352338333334,187456.6290967,19953.719849333334,32518.873226
0,D1-250214,-1469.5115490000026,432168.3938491111,232.15424924999752,25774.513060999998
1,D1-250214,1355.3665609999953,65311.22173644444,2976.043058624993,51246.574333714285
2,D1-250214,-9730.827570000005,319815.8712291111,1202.9535498749974,44237.68893257143
3,D1-250214,-9623.670880000005,455575.91202355555,76200.52073475,174117.34883928573
4,D1-250214,96245.494379,236836.61226555557,1444.5587039999882,989763.7010022856
5,D1-250214,-13169.761054000002,48751.45253044444,1188652.108310625,697197.249102
6,D1-250214,116375.76509399997,162618.39140022223,17671.143504625,126842.55534514284
7,D1-250214,-29343.001512000017,116301.78432000002,1239.2110431249985,173742.19958514287
8,D1-250214,-6429.990370000003,361634.03738222225,1969.3315632499944,94427.59478700001
9,D1-250214,-11535.23857200001,712416.2658881111,9830.012883374995,257411.14949828575
10,D1-250214,-13157.846256000004,243.36684866666474,-338.248689500002,246305.72714285715
11,D1-250214,19330.965926999983,370390.64872055553,550.3430281250003,177710.93657999998
12,D1-250214,-1720.3645520000027,220075.91087777776,1829.0507174999984,57896.54835057143
13,D1-250214,-3198.0276430000013,1725279.417674222,503.2419669999981,214143.29756757143
14,D1-250214,-29212.72501000001,277192.878949,132.6378802499985,124738.09477371427
15,D1-250214,10974.871525999995,4937.602875555556,1029.3099424999964,335273.10384342854
16,D1-250214,346785.04955999996,272125.75678600004,7040.31152212499,231090.10150714288
17,D1-250214,-1811.3823140000022,132376.38899755556,3561.059812624997,103503.26081085714
18,D1-250214,-13837.795365000005,368671.70537555555,94785.09803124997,354576.81403999997
19,D1-250214,-19082.259156000007,1225328.9962116666,5688.56108275,150115.21277885715
20,D1-250214,-8820.665925000005,1457241.2158911112,293773.32334074995,603596.7988571429
21,D1-250214,591922.058964,87735.92420266668,7870.479736874993,179612.2063062857
22,D1-250214,-13879.441954000002,533999.7442966666,1645.6827212499957,242974.35046942858
23,D1-250214,224666.56010700003,401640.0356515556,2530.598120749999,-5914.106078571429
24,D1-250214,-23089.445054000003,267612.79947277775,2197.344987499997,24069.773225142853
25,D1-250214,-28367.14125,1064515.6560712222,327.4924463749994,1311816.5805194287
26,D1-250214,31066.449858,1194454.7462222222,5213.103371874982,399705.0908652857
27,D1-250214,-5052.854620000004,150065.5338133333,1615.1106029999937,458851.3590171428
28,D1-250214,-34905.53173200002,751135.4227229999,-37.24889437500315,427367.9796942858
29,D1-250214,-13871.169496000002,70294.32736000001,554.1275531249958,353383.3426928572
30,D1-250214,-6521.359295000002,233875.72375844445,750.4718926249952,38272.720627142866
31,D1-250214,-12122.604875000008,128382.77328333333,1748.220468749998,598206.4936491428
32,D1-250214,-2357.5056000000004,486689.46366755554,743.507004499992,274478.68553833134
33,D1-250214,-20081.678496,451448.6280556805,-47.51048662500398,47654.42803714286
34,D1-250214,2487.264559999996,395311.1268124444,-157.9843090000013,290954.9538514286
35,D1-250214,-9406.901031000005,706906.883618111,10773.641068999998,114796.40768999996
36,D1-250214,137804.38799400002,98304.33273222222,2246.7475237499984,2248.6899034285707
37,D1-250214,-14528.07664,141456.83004022224,211340.54445612503,355578.7541434286
38,D1-250214,-10588.031136000005,225791.02628877776,781.6773431249985,3945.39317085714
39,D1-250214,-13273.703949000006,659248.6402387777,-75.76338087500335,945728.9520148571
40,D1-250214,-15665.627785000004,109928.74611777774,-681.5255716250031,41887.04701028572
41,D1-250214,-14971.430760000003,166725.414051,1989.6389861249972,736716.5465314285
42,D1-250214,68102.84266999998,584426.4313795555,1063.4216153749949,-4253.647121857146
43,D1-250214,184.28930399999444,299923.75629166665,2679.9146659999933,86364.872382
44,D1-250214,1069829.69728,432339.26979733334,7242.654505624996,-1625.7712361428567
45,D1-250214,58142.2579450196,380928.14259966667,6735.097277999996,380620.7232524286
46,D1-250214,27554.062094999987,2482273.4244,10248.155451749997,7653.888970142856
0,D2-250207,14816.095980000002,73165.47020000001,2487.7726206666703,38730.502822
1,D2-250207,3967.900706000004,13776.495616,6179.602942222224,27239.06691022223
2,D2-250207,20245.603614000007,16533.193349,1453.8412074444495,5320.014373333332
3,D2-250207,13690.289404000006,89024.91811199998,7854.878863333339,404779.96374000004
4,D2-250207,3698.7165600000044,29671.104030000006,8291.495299111113,95670.392292
5,D2-250207,6127.024953000004,647074.742258,15360.747066666678,444163.23021822225
6,D2-250207,4519.612070000001,213268.553834,-264.78489933333185,200884.55558422225
7,D2-250207,15428.972900000008,39352.96377,13665.961131111122,-254.3829944444442
8,D2-250207,8712.433716000003,351153.70655999996,3974.2212441111114,96021.12737555557
9,D2-250207,1479.6474879999987,27139.690105999995,27950.72924122223,48564.86928622222
10,D2-250207,14709.853048000004,64581.349284,3097.807261888891,279433.52364555554
11,D2-250207,8323.397985000003,6109.396620000001,8043.374608888891,47893.86153066667
12,D2-250207,22628.026614000002,487577.6789189999,3079.0723911111127,11929.229392666675
13,D2-250207,3385.553350000002,92365.615764,8179.461170222225,29417.254321
14,D2-250207,12734.563845000004,56814.71798900001,3231.7038528888916,290964.00986222224
15,D2-250207,5053.914174000001,356342.42482200003,11148.497265888887,205971.21437211114
16,D2-250207,1479.6474879999987,15593.655594000007,6620.904794444454,52431.18797977778
17,D2-250207,6922.387520000004,203393.933688,7187.836586777782,47387.66541133333
18,D2-250207,17600.999423,71244.377352,6490.778951888897,9968.205461666668
19,D2-250207,374.337535000006,15705.310323000009,7859.679103111121,8344.589324444449
20,D2-250207,6322.028903999999,89986.78404299999,6071.799539555563,31327.410670111112
21,D2-250207,21195.392976000003,59892.723125000004,4328.254331333341,23577.566688000006
0,D2-160125,232.49483920000057,8113.286591999998,1965.5131815000004,20202.309681200008
1,D2-160125,34.062076800000796,14368.41441,485.57957500000157,9031.462854600006
2,D2-160125,471.3750663999981,266729.5211595454,79.22096475000035,34067.423648
3,D2-160125,-426.8171566000001,73680.41741727272,360.6215847500007,107876.72069039999
4,D2-160125,83400.6802324,71334.01070290909,384.46275875000356,144205.40794879998
5,D2-160125,15158.244327600001,156585.35757599998,379.6287420000008,25663.310645
6,D2-160125,253.6704516000009,57136.47789054546,300.2171455000007,80699.23134960001
7,D2-160125,30811.437694399996,140654.76132309088,908.4910730000029,99617.56859879999
8,D2-160125,25545.605091600002,42692.82285109091,192.7549927500022,28825.513189199995
9,D2-160125,101.02981700000055,182064.53084236366,11235.270207750003,7373.935939200001
10,D2-160125,48.94667880000088,53827.451181,61.20612825000171,235678.2030114
11,D2-160125,-336.6134015999978,157793.77496154548,13709.4601965,9208.725107400003
12,D2-160125,-254.76182320000044,24462.801534545455,391.22050624999974,28391.812862
13,D2-160125,198401.6655952,208120.6367570909,263.056520250002,56955.586268
14,D2-160125,65393.3694744,153102.7017940294,137.6685675000008,101439.22389
15,D2-160125,38530.57599,45163.90562909091,-29.647425499999372,60350.42661120001
16,D2-160125,42157.9691936,38266.446220363636,9917.88325975,58207.0788608
17,D2-160125,267.1560334000005,54347.841896727274,192.79843125000116,138642.5747178
18,D2-160125,212794.29875339998,280074.94794945454,327.6352755000007,1951.328997200002
19,D2-160125,-145.60246879999977,195592.06986218184,784.3838292500004,20215.5806016
20,D2-160125,83.21034539999891,146129.59772563638,1989.128163000003,1221.635283399999
21,D2-160125,-196.16904439999962,45435.40591454546,12446.081079250001,49827.1194792
0,D1-241217,-1586.1092422000002,84060.71442816667,-485.7085583333319,31432.938564
1,D1-241217,-1443.9403704000033,264436.5393216667,90.62595066666108,922101.1103439999
2,D1-241217,159.54664559999765,1833.3643845000042,-2628.7514626666707,446605.630308
3,D1-241217,-945.5749967999982,-7194.776436166656,-810.7566866666675,-480.61413399999947
4,D1-241217,-878.8682176000038,203396.80803833334,-2343.76957733334,289631.004003
5,D1-241217,-1116.5735471999997,733546.0426739999,-1748.3677220000027,-2315.539150000004
6,D1-241217,122133.855242,35357.83370416667,-440.6723866666689,-2255.6318649999994
7,D1-241217,-658.4400124000058,231970.16777549998,2435.7658453333333,1857.4969280000005
8,D1-241217,26014.32407712857,20398.42448416668,-1173.7223703333366,-5592.588460999999
9,D1-241217,-1612.982514000003,267460.38110249996,133015.83461366667,167609.177084
10,D1-241217,-66.61417000000438,3669.4539058333394,-2420.4745426666705,26372.028536000005
11,D1-241217,-1194.8035391999983,252191.06999950003,-401.11688600000343,77412.11904800001
12,D1-241217,-1483.2303360000042,205192.05344583336,-1657.4103333333333,-7114.441649999993
13,D1-241217,254305.27976360003,171683.3771455,-3247.147800000006,-2275.4141789999994
0,D1-241206,336.65716666666594,57653.91672369999,-743.1513430000014,44140.05956266667
1,D1-241206,282.48805999999604,18051.185802,643.5013787999997,4936.9451629999985
2,D1-241206,284.706882444445,874.6625199000009,569.9654990999952,2450.040264000003
3,D1-241206,18.184658888889317,32414.277226699996,1560.780930199995,639.361868
4,D1-241206,358.67306155555525,54527.471313099995,-876.5985073000047,124279.78630499999
5,D1-241206,1748.8440715555553,11646.727023600002,498.8433862999991,52361.87916933334
6,D1-241206,1818.3667786666665,86523.18299940001,-65.82034680000106,1723.2648439999994
7,D1-241206,608.3437358888887,236513.8278947,-505.71619980000105,21125.255507333335
8,D1-241206,349.16836933333434,5637.544103200002,520.6368658999982,2048.7295503333316
9,D1-241206,534.7649991111102,41579.81411220001,-362.897985900001,567.537965333333
10,D1-241206,101.1443951111105,87446.4424141,417.04110729999957,211879.60980033333
11,D1-241206,5648.293962666663,83116.8267066,494.5171785000002,79407.64259633332
12,D1-241206,327.97413111110654,733.2786153000015,430.28937059999953,2746.5655079999997
13,D1-241206,-42.55436711111088,45096.079998600006,69.00099039999805,1548.1140226666685
14,D1-241206,429.35936111111005,72775.7829862,-895.4103797000025,125949.45132933333
15,D1-241206,155.84336555555547,19138.1753079,-177.72553080000034,12317.35936
16,D1-241206,595.463850666667,59804.204717099994,263.85826069999894,1184.3479559999996
17,D1-241206,458.28394666666645,21283.359325800004,199.4069277999988,2076.129170666667
18,D1-241206,695.1604098888856,68044.0842288,192.01505789999828,41088.275029000004
19,D1-241206,380.1482422222216,72166.6790577,-71.9310075000003,5752.501533333334
20,D1-241206,171.45515133333265,8876.2480923,78.86813439999787,5002.286199999999
21,D1-241206,362.3290199999992,60094.1771094,-288.69353220000085,198543.97375866666
22,D1-241206,2300.134633192193,7221.864710000002,-719.0357247000011,1565.359887999999
23,D1-241206,289.9540072222226,36876.653871899995,725.4248714999976,377.7869766666663
24,D1-241206,543.2609884444446,92275.11083700001,-869.2521121999998,19199.041973333337
25,D1-241206,547.8876494444448,23880.5367291,20.64634379999916,2638.5535403333342
26,D1-241206,351.8886057777763,55878.2018011,140.27434379999977,47033.439569333335
27,D1-241206,222.8317527777781,20098.5926167,-84.47784840000168,-85.27598399999988
28,D1-241206,735.9687466666674,11785.961634300002,426.64576049999596,361.3468439999997
29,D1-241206,657.1455637777781,59432.73066059999,22.071444299998802,4546.110040000001
30,D1-241206,193.6189671111115,8823.230427899998,-295.9218815000022,173501.9871693333
31,D1-241206,64091.55288044445,50224.7998990564,-56.241913300003944,25837.15226
32,D1-241206,-222.45263466666802,37136.4679928,229.2059109999991,54908.66242400001
33,D1-241206,-140.10715422222347,30058.517311199997,-129.7635306000011,11493.994450666667
34,D1-241206,109.42424000000028,12727.824240900003,220.75885019999896,2654.397960666667
35,D1-241206,1163.9878910000007,78007.24199850002,451.85257909999746,1117.9879026666677
