Name,ICAM,p30,LILRB1,p30 + LILRB1
D1-241206,21076.973187081814,121931.23989994185,11918.828699549591,95960.87290466818
D1-241211,13772.149525285538,68376.51909427728,14173.295547606476,56204.4770812037
