Name,ICAM,p30,LILRB1,p30 + LILRB1
D1-241206,32378.44671666364,109803.50828141042,4085.583203182998,43194.13401740001
D1-241211,2401.8943163973136,46345.157861371015,459.5662091515448,32303.544243490738
