Name,ICAM,p30,KLRG1,p30 + KLRG1
D1-241206,32378.44671666364,109803.50828141042,2567.392488954547,59984.19001067273
D1-241211,2401.8943163973136,46345.157861371015,56.47131523333173,35747.76837439815
D1-241217,9700.745466045457,137262.21842536365,7376.9833897525305,109080.22992122221
D1-250206,27973.276341609184,176285.8181409643,8441.7377202619,138784.805384
D1-250214,71981.39460914544,103793.40435913733,101711.22345825961,113970.06237298598
D2-250207,50893.65558346849,456823.58797400974,42324.90054033776,266910.76991199795
D2-250212,11425.643186887497,108191.02501841844,11668.871021980001,204172.50134964002
