,Name,CD63 ICAM,CD63 p30,CD63 TIGIT,CD63 p30 + TIGIT,CD63 PD1,CD63 p30 + PD1,CD63 KLRG1,CD63 p30 + KLRG1,PFR ICAM,PFR p30,PFR TIGIT,PFR p30 + TIGIT,PFR PD1,PFR p30 + PD1,PFR KLRG1,PFR p30 + KLRG1
0,250206,57.142857142857146,78.57142857142857,100.0,92.85714285714286,78.57142857142857,100.0,100.0,100.0,28.571428571428573,92.85714285714286,92.85714285714286,92.85714285714286,92.85714285714286,92.85714285714286,21.428571428571427,57.142857142857146
