,Name,CD63 ICAM,CD63 p30,CD63 KLRG1,CD63 p30 + KLRG1,CD63 LILRB1,CD63 p30 + LILRB1,PFR ICAM,PFR p30,PFR KLRG1,PFR p30 + KLRG1,PFR LILRB1,PFR p30 + LILRB1
0,241211,97.22222222222223,100.0,97.22222222222223,100.0,69.44444444444444,100.0,91.66666666666667,100.0,58.333333333333336,97.22222222222223,72.22222222222223,91.66666666666667
