,Name,CD63 ICAM,CD63 p30,CD63 TIGIT,CD63 p30 + TIGIT,CD63 PD1,CD63 p30 + PD1,CD63 2A,CD63 p30 + 2A,PFR ICAM,PFR p30,PFR TIGIT,PFR p30 + TIGIT,PFR PD1,PFR p30 + PD1,PFR 2A,PFR p30 + 2A
0,150125,92.85714285714286,100.0,92.85714285714286,100.0,71.42857142857143,100.0,100.0,92.85714285714286,85.71428571428571,100.0,57.142857142857146,92.85714285714286,85.71428571428571,100.0,92.85714285714286,92.85714285714286
