,Name,CD63 ICAM,CD63 p30,CD63 TIGIT,CD63 p30 + TIGIT,CD63 PD1,CD63 p30 + PD1,CD63 KLRG1,CD63 p30 + KLRG1,PFR ICAM,PFR p30,PFR TIGIT,PFR p30 + TIGIT,PFR PD1,PFR p30 + PD1,PFR KLRG1,PFR p30 + KLRG1
0,250214,94.54545454545455,100.0,100.0,100.0,92.72727272727273,98.18181818181819,100.0,98.18181818181819,90.9090909090909,100.0,98.18181818181819,100.0,92.72727272727273,98.18181818181819,98.18181818181819,94.54545454545455
