,Name,CD63 ICAM,CD63 p30,CD63 KLRG1,CD63 p30 + KLRG1,CD63 LILRB1,CD63 p30 + LILRB1,PFR ICAM,PFR p30,PFR KLRG1,PFR p30 + KLRG1,PFR LILRB1,PFR p30 + LILRB1
0,241206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
