Name,ICAM,p30,PD1,p30 + PD1
250206,57.142857142857146,78.57142857142857,78.57142857142857,100.0
250207,42.5531914893617,100.0,95.74468085106383,100.0
250212,52.5,97.5,77.5,97.5
250214,94.54545454545456,100.0,92.72727272727272,98.1818181818182
160125,56.0,88.0,64.0,80.0
150125,92.85714285714286,100.0,71.42857142857143,100.0
