Name,ICAM,p30,KLRG1,p30 + KLRG1
250206,28.571428571428573,92.85714285714286,21.428571428571427,57.142857142857146
241206,77.27272727272727,100.0,95.45454545454544,100.0
250207,34.04255319148936,100.0,87.23404255319149,93.61702127659576
241211,91.66666666666669,100.0,58.333333333333336,97.22222222222224
250212,52.5,100.0,65.0,95.0
250214,90.9090909090909,100.0,98.1818181818182,94.54545454545456
241217,100.0,100.0,95.45454545454544,95.45454545454544
