Name,ICAM,p30,PD1,p30 + PD1
250206,28.571428571428573,92.85714285714286,92.85714285714286,92.85714285714286
250207,34.04255319148936,100.0,89.36170212765957,100.0
250212,52.5,100.0,62.5,100.0
250214,90.9090909090909,100.0,92.72727272727272,98.1818181818182
160125,68.0,84.0,72.0,84.0
150125,85.71428571428571,100.0,85.71428571428571,100.0
