Name,ICAM,p30,KLRG1,p30 + KLRG1
250206,57.142857142857146,78.57142857142857,100.0,100.0
241206,86.36363636363636,100.0,100.0,100.0
250207,42.5531914893617,100.0,97.87234042553192,97.87234042553192
241211,97.22222222222224,100.0,97.22222222222224,100.0
250212,52.5,97.5,95.0,92.5
250214,94.54545454545456,100.0,100.0,98.1818181818182
241217,100.0,100.0,100.0,100.0
