Name,ICAM,p30,TIGIT,p30 + TIGIT
250206,28.571428571428573,92.85714285714286,92.85714285714286,92.85714285714286
250207,34.04255319148936,100.0,95.74468085106383,95.74468085106383
250212,52.5,100.0,92.5,100.0
250214,90.9090909090909,100.0,98.1818181818182,100.0
160125,68.0,84.0,44.0,92.0
150125,85.71428571428571,100.0,57.142857142857146,92.85714285714286
